sample_idx,codec_score,codec_memorized
0,1.0,1
1,0.0,0
2,1.0,1
3,1.0,1
4,1.0,1
5,0.0,0
6,1.0,1
7,1.0,1
8,1.0,1
9,0.0,0
10,1.0,1
11,1.0,1
12,1.0,1
13,1.0,1
14,0.0,0
15,0.0,0
16,1.0,1
17,0.0,0
18,1.0,1
19,1.0,1
20,1.0,1
21,1.0,1
22,0.0,0
23,1.0,1
24,0.0,0
25,0.0,0
26,1.0,1
27,1.0,1
28,1.0,1
29,0.0,0
30,0.0,0
31,1.0,1
32,1.0,1
33,0.0,0
34,1.0,1
35,1.0,1
36,1.0,1
37,1.0,1
38,1.0,1
39,1.0,1
40,1.0,1
41,1.0,1
42,1.0,1
43,1.0,1
44,0.0,0
45,1.0,1
46,1.0,1
47,0.0,0
48,1.0,1
49,1.0,1
50,1.0,1
51,1.0,1
52,1.0,1
53,1.0,1
54,1.0,1
55,1.0,1
56,1.0,1
57,1.0,1
58,1.0,1
59,1.0,1
60,0.0,0
61,0.0,0
62,0.0,0
63,0.0,0
64,1.0,1
65,1.0,1
66,1.0,1
67,1.0,1
68,0.0,0
69,1.0,1
70,1.0,1
71,1.0,1
72,1.0,1
73,1.0,1
74,1.0,1
75,1.0,1
76,0.0,0
77,0.0,0
78,0.0,0
79,1.0,1
80,1.0,1
81,1.0,1
82,1.0,1
83,1.0,1
84,1.0,1
85,1.0,1
86,1.0,1
87,0.0,0
88,1.0,1
89,0.0,0
90,1.0,1
91,0.0,0
92,1.0,1
93,1.0,1
94,1.0,1
95,1.0,1
96,1.0,1
97,0.0,0
98,1.0,1
99,0.0,0
100,1.0,1
101,1.0,1
102,1.0,1
103,0.0,0
104,0.0,0
105,0.0,0
106,1.0,1
107,0.0,0
108,1.0,1
109,1.0,1
110,1.0,1
111,1.0,1
112,1.0,1
113,0.0,0
114,0.0,0
115,1.0,1
116,1.0,1
117,1.0,1
118,0.0,0
119,1.0,1
120,1.0,1
121,1.0,1
122,0.0,0
123,1.0,1
124,0.0,0
125,0.0,0
126,0.0,0
127,1.0,1
128,0.0,0
129,1.0,1
130,0.0,0
131,1.0,1
132,0.0,0
133,1.0,1
134,1.0,1
135,0.0,0
136,1.0,1
137,1.0,1
138,1.0,1
139,1.0,1
140,1.0,1
141,0.0,0
142,1.0,1
143,1.0,1
144,0.0,0
145,1.0,1
146,0.0,0
147,0.0,0
148,0.0,0
149,1.0,1
150,1.0,1
151,1.0,1
152,1.0,1
153,1.0,1
154,0.0,0
155,1.0,1
156,0.0,0
157,1.0,1
158,1.0,1
159,1.0,1
160,0.0,0
161,1.0,1
162,1.0,1
163,1.0,1
164,0.0,0
165,1.0,1
166,1.0,1
167,1.0,1
168,1.0,1
169,0.0,0
170,1.0,1
171,0.0,0
172,1.0,1
173,0.0,0
174,1.0,1
175,1.0,1
176,1.0,1
177,0.0,0
178,1.0,1
179,0.0,0
180,1.0,1
181,1.0,1
182,1.0,1
183,1.0,1
184,1.0,1
185,1.0,1
186,0.0,0
187,1.0,1
188,0.0,0
189,1.0,1
190,1.0,1
191,1.0,1
192,1.0,1
193,1.0,1
194,1.0,1
195,1.0,1
196,0.0,0
197,1.0,1
198,1.0,1
199,1.0,1
200,0.0,0
201,1.0,1
202,1.0,1
203,1.0,1
204,0.0,0
