sample_idx,codec_score,codec_memorized
188,1.0,1
189,1.0,1
190,1.0,1
191,1.0,1
192,0.0,0
193,1.0,1
194,1.0,1
195,1.0,1
196,1.0,1
197,1.0,1
198,0.0,0
199,1.0,1
200,1.0,1
201,1.0,1
202,1.0,1
203,1.0,1
204,1.0,1
205,0.0,0
206,1.0,1
207,0.0,0
208,1.0,1
209,1.0,1
210,1.0,1
211,0.0,0
212,1.0,1
213,0.0,0
214,0.0,0
215,1.0,1
216,0.0,0
217,1.0,1
218,1.0,1
219,0.0,0
220,1.0,1
221,1.0,1
222,1.0,1
223,1.0,1
224,1.0,1
225,1.0,1
226,1.0,1
227,1.0,1
228,1.0,1
229,1.0,1
230,1.0,1
231,1.0,1
232,1.0,1
233,1.0,1
234,1.0,1
235,1.0,1
236,0.0,0
237,1.0,1
238,1.0,1
239,0.0,0
240,1.0,1
241,0.0,0
242,0.0,0
243,0.0,0
244,1.0,1
245,0.0,0
246,0.0,0
247,1.0,1
248,1.0,1
249,1.0,1
250,1.0,1
251,0.0,0
252,1.0,1
253,1.0,1
254,1.0,1
255,1.0,1
256,1.0,1
257,0.0,0
258,0.0,0
259,0.0,0
260,0.0,0
261,0.0,0
262,1.0,1
263,1.0,1
264,1.0,1
265,0.0,0
266,0.0,0
267,0.0,0
268,1.0,1
269,1.0,1
270,1.0,1
271,0.0,0
272,1.0,1
273,1.0,1
274,1.0,1
275,1.0,1
276,1.0,1
277,0.0,0
278,1.0,1
279,1.0,1
280,1.0,1
281,1.0,1
282,1.0,1
283,0.0,0
284,1.0,1
285,0.0,0
286,0.0,0
287,1.0,1
288,0.0,0
289,1.0,1
290,1.0,1
291,1.0,1
292,0.0,0
293,1.0,1
294,1.0,1
295,1.0,1
296,0.0,0
297,1.0,1
298,1.0,1
299,1.0,1
300,1.0,1
301,1.0,1
302,0.0,0
303,0.0,0
304,1.0,1
305,1.0,1
306,0.0,0
307,1.0,1
308,1.0,1
309,1.0,1
310,0.0,0
311,1.0,1
312,1.0,1
313,1.0,1
314,1.0,1
315,1.0,1
316,0.0,0
317,1.0,1
318,0.0,0
319,0.0,0
320,1.0,1
321,1.0,1
322,1.0,1
323,1.0,1
324,1.0,1
325,1.0,1
326,1.0,1
327,1.0,1
328,1.0,1
329,0.0,0
330,1.0,1
331,1.0,1
332,1.0,1
333,0.0,0
334,1.0,1
335,0.0,0
336,0.0,0
337,0.0,0
338,1.0,1
339,0.0,0
340,1.0,1
341,1.0,1
342,1.0,1
343,0.0,0
344,1.0,1
345,1.0,1
346,1.0,1
347,1.0,1
348,1.0,1
349,1.0,1
350,1.0,1
351,1.0,1
352,1.0,1
353,0.0,0
354,1.0,1
355,1.0,1
356,1.0,1
357,0.0,0
358,1.0,1
359,1.0,1
360,1.0,1
361,1.0,1
362,1.0,1
363,0.0,0
364,0.0,0
365,1.0,1
366,1.0,1
367,0.0,0
368,1.0,1
369,1.0,1
370,0.0,0
371,1.0,1
372,1.0,1
373,1.0,1
374,0.0,0
375,0.0,0
376,0.0,0
377,0.0,0
378,1.0,1
379,1.0,1
380,1.0,1
381,1.0,1
382,1.0,1
383,0.0,0
384,0.0,0
385,1.0,1
386,1.0,1
387,0.0,0
388,1.0,1
389,1.0,1
390,1.0,1
391,0.0,0
392,1.0,1
393,0.0,0
394,1.0,1
395,1.0,1
396,1.0,1
397,1.0,1
398,1.0,1
399,1.0,1
400,1.0,1
401,0.0,0
402,1.0,1
403,1.0,1
404,1.0,1
405,1.0,1
406,1.0,1
407,1.0,1
408,0.0,0
409,0.0,0
410,0.0,0
411,0.0,0
412,0.0,0
413,1.0,1
414,1.0,1
415,0.0,0
416,0.0,0
417,1.0,1
418,1.0,1
419,0.0,0
420,0.0,0
421,1.0,1
422,0.0,0
423,0.0,0
424,0.0,0
425,1.0,1
426,1.0,1
427,1.0,1
428,0.0,0
429,1.0,1
430,1.0,1
431,1.0,1
432,0.0,0
433,0.0,0
434,1.0,1
435,1.0,1
436,1.0,1
437,0.0,0
438,1.0,1
439,1.0,1
440,1.0,1
441,1.0,1
442,0.0,0
443,0.0,0
444,1.0,1
445,1.0,1
446,1.0,1
447,0.0,0
448,1.0,1
449,1.0,1
450,1.0,1
451,0.0,0
452,0.0,0
453,1.0,1
454,1.0,1
455,0.0,0
456,1.0,1
457,1.0,1
458,0.0,0
459,1.0,1
460,1.0,1
461,1.0,1
462,1.0,1
463,0.0,0
464,0.0,0
465,0.0,0
466,1.0,1
467,1.0,1
468,0.0,0
469,0.0,0
470,1.0,1
471,1.0,1
472,1.0,1
473,1.0,1
474,1.0,1
475,1.0,1
476,0.0,0
477,0.0,0
478,1.0,1
479,1.0,1
480,1.0,1
481,0.0,0
482,0.0,0
483,1.0,1
484,0.0,0
485,1.0,1
486,0.0,0
487,0.0,0
488,1.0,1
489,0.0,0
490,1.0,1
491,1.0,1
492,1.0,1
493,1.0,1
494,1.0,1
495,0.0,0
496,1.0,1
497,1.0,1
498,0.0,0
499,1.0,1
500,1.0,1
501,1.0,1
502,1.0,1
503,1.0,1
504,1.0,1
505,0.0,0
506,0.0,0
507,0.0,0
508,1.0,1
509,1.0,1
510,1.0,1
511,0.0,0
512,1.0,1
513,0.0,0
514,1.0,1
515,0.0,0
516,0.0,0
517,1.0,1
518,1.0,1
519,1.0,1
520,1.0,1
521,0.0,0
522,0.0,0
523,0.0,0
524,1.0,1
525,1.0,1
526,1.0,1
527,0.0,0
528,1.0,1
529,0.0,0
530,1.0,1
531,1.0,1
532,0.0,0
533,1.0,1
534,1.0,1
535,0.0,0
536,1.0,1
537,1.0,1
538,0.0,0
539,1.0,1
540,1.0,1
541,1.0,1
542,1.0,1
543,1.0,1
544,1.0,1
545,0.0,0
546,1.0,1
547,1.0,1
548,1.0,1
549,1.0,1
550,1.0,1
551,1.0,1
552,0.0,0
553,1.0,1
554,0.0,0
555,1.0,1
556,1.0,1
557,0.0,0
558,1.0,1
559,1.0,1
560,1.0,1
561,1.0,1
562,1.0,1
563,1.0,1
564,1.0,1
565,1.0,1
566,1.0,1
567,0.0,0
568,0.0,0
569,0.0,0
570,1.0,1
571,0.0,0
572,1.0,1
573,0.0,0
574,1.0,1
575,1.0,1
576,1.0,1
577,1.0,1
578,1.0,1
579,1.0,1
580,1.0,1
581,1.0,1
582,1.0,1
583,1.0,1
584,1.0,1
585,1.0,1
586,1.0,1
587,1.0,1
588,0.0,0
589,1.0,1
590,0.0,0
591,1.0,1
592,0.0,0
593,1.0,1
594,1.0,1
595,0.0,0
596,1.0,1
597,1.0,1
598,1.0,1
599,1.0,1
600,1.0,1
601,1.0,1
602,1.0,1
603,1.0,1
604,1.0,1
605,1.0,1
606,1.0,1
607,1.0,1
608,1.0,1
609,0.0,0
610,1.0,1
611,1.0,1
612,1.0,1
613,0.0,0
614,1.0,1
615,0.0,0
616,0.0,0
617,1.0,1
618,1.0,1
619,1.0,1
620,1.0,1
621,1.0,1
622,0.0,0
623,1.0,1
624,1.0,1
625,0.0,0
626,1.0,1
627,0.0,0
628,1.0,1
629,0.0,0
630,1.0,1
631,0.0,0
632,1.0,1
633,1.0,1
634,1.0,1
635,1.0,1
636,0.0,0
637,1.0,1
638,1.0,1
639,1.0,1
640,1.0,1
641,0.0,0
642,1.0,1
643,1.0,1
644,1.0,1
645,0.0,0
646,1.0,1
647,1.0,1
648,1.0,1
649,1.0,1
650,0.0,0
651,1.0,1
652,1.0,1
653,1.0,1
654,1.0,1
655,1.0,1
656,1.0,1
657,0.0,0
658,0.0,0
659,1.0,1
660,1.0,1
661,1.0,1
662,0.0,0
663,1.0,1
664,1.0,1
665,1.0,1
666,0.0,0
667,1.0,1
668,0.0,0
669,1.0,1
670,0.0,0
671,0.0,0
672,1.0,1
673,1.0,1
674,1.0,1
675,1.0,1
676,1.0,1
677,1.0,1
678,0.0,0
679,1.0,1
680,1.0,1
681,0.0,0
682,1.0,1
683,1.0,1
684,0.0,0
685,1.0,1
686,0.0,0
687,1.0,1
688,0.0,0
689,1.0,1
690,0.0,0
691,0.0,0
692,1.0,1
693,0.0,0
694,0.0,0
695,0.0,0
696,0.0,0
697,1.0,1
698,1.0,1
699,1.0,1
700,1.0,1
701,0.0,0
702,0.0,0
703,0.0,0
704,1.0,1
705,1.0,1
706,1.0,1
707,1.0,1
708,1.0,1
709,0.0,0
710,1.0,1
711,1.0,1
712,1.0,1
713,1.0,1
714,0.0,0
715,1.0,1
716,1.0,1
717,0.0,0
718,1.0,1
719,1.0,1
720,1.0,1
721,1.0,1
722,0.0,0
723,1.0,1
724,1.0,1
725,1.0,1
726,1.0,1
727,1.0,1
728,1.0,1
729,0.0,0
730,1.0,1
731,0.0,0
732,1.0,1
733,1.0,1
734,1.0,1
735,0.0,0
736,1.0,1
737,1.0,1
738,0.0,0
739,1.0,1
740,0.0,0
741,1.0,1
742,1.0,1
743,1.0,1
744,1.0,1
745,1.0,1
746,1.0,1
747,0.0,0
748,0.0,0
749,1.0,1
750,1.0,1
751,0.0,0
752,1.0,1
753,1.0,1
754,0.0,0
755,1.0,1
756,0.0,0
757,1.0,1
758,1.0,1
759,1.0,1
760,1.0,1
761,0.0,0
762,1.0,1
763,0.0,0
764,0.0,0
765,1.0,1
766,0.0,0
767,1.0,1
768,0.0,0
769,1.0,1
770,1.0,1
771,1.0,1
772,1.0,1
773,0.0,0
774,1.0,1
775,0.0,0
776,1.0,1
777,1.0,1
778,1.0,1
779,1.0,1
780,1.0,1
781,1.0,1
782,1.0,1
783,1.0,1
784,1.0,1
785,0.0,0
786,1.0,1
787,1.0,1
788,0.0,0
789,0.0,0
790,0.0,0
791,1.0,1
792,1.0,1
793,1.0,1
794,0.0,0
795,1.0,1
796,0.0,0
797,1.0,1
798,1.0,1
799,1.0,1
800,1.0,1
801,1.0,1
802,1.0,1
803,1.0,1
804,1.0,1
805,0.0,0
806,0.0,0
807,0.0,0
808,0.0,0
809,1.0,1
810,1.0,1
811,1.0,1
812,1.0,1
813,1.0,1
814,0.0,0
815,1.0,1
816,1.0,1
817,1.0,1
818,1.0,1
819,1.0,1
820,1.0,1
821,1.0,1
822,0.0,0
823,1.0,1
824,1.0,1
825,0.0,0
826,1.0,1
827,1.0,1
828,1.0,1
829,1.0,1
830,1.0,1
831,1.0,1
832,1.0,1
833,1.0,1
834,1.0,1
835,0.0,0
836,1.0,1
837,1.0,1
838,1.0,1
839,0.0,0
840,1.0,1
841,1.0,1
842,1.0,1
843,1.0,1
844,1.0,1
845,0.0,0
846,0.0,0
847,1.0,1
848,1.0,1
849,0.0,0
850,1.0,1
851,1.0,1
852,0.0,0
853,1.0,1
854,1.0,1
855,1.0,1
856,0.0,0
857,0.0,0
858,1.0,1
859,1.0,1
860,0.0,0
861,1.0,1
862,1.0,1
863,1.0,1
864,1.0,1
865,1.0,1
866,1.0,1
867,1.0,1
868,1.0,1
869,1.0,1
870,0.0,0
871,1.0,1
872,1.0,1
873,1.0,1
874,0.0,0
875,1.0,1
876,1.0,1
877,0.0,0
878,1.0,1
879,1.0,1
880,1.0,1
881,1.0,1
882,1.0,1
883,1.0,1
884,0.0,0
885,1.0,1
886,0.0,0
887,1.0,1
888,1.0,1
889,1.0,1
890,0.0,0
891,1.0,1
892,1.0,1
893,1.0,1
894,1.0,1
895,1.0,1
896,1.0,1
897,0.0,0
898,1.0,1
899,1.0,1
900,1.0,1
901,1.0,1
902,1.0,1
903,1.0,1
904,1.0,1
905,0.0,0
906,1.0,1
907,0.0,0
908,0.0,0
909,0.0,0
910,1.0,1
911,0.0,0
912,1.0,1
913,1.0,1
914,1.0,1
915,1.0,1
916,0.0,0
917,1.0,1
918,0.0,0
919,1.0,1
920,1.0,1
921,1.0,1
922,0.0,0
923,0.0,0
924,0.0,0
925,1.0,1
926,1.0,1
927,1.0,1
928,0.0,0
929,1.0,1
930,0.0,0
931,1.0,1
932,1.0,1
933,1.0,1
934,1.0,1
935,1.0,1
936,1.0,1
937,1.0,1
938,1.0,1
939,1.0,1
940,1.0,1
941,1.0,1
942,1.0,1
943,1.0,1
944,1.0,1
945,0.0,0
946,0.0,0
947,0.0,0
948,1.0,1
949,0.0,0
950,0.0,0
951,1.0,1
952,1.0,1
953,1.0,1
954,1.0,1
955,0.0,0
956,0.0,0
957,1.0,1
958,1.0,1
959,1.0,1
960,1.0,1
961,1.0,1
962,1.0,1
963,0.0,0
964,1.0,1
965,1.0,1
966,1.0,1
967,0.0,0
968,1.0,1
969,1.0,1
970,1.0,1
971,0.0,0
972,1.0,1
973,0.0,0
974,1.0,1
975,1.0,1
976,1.0,1
977,0.0,0
978,1.0,1
979,1.0,1
980,1.0,1
981,1.0,1
982,0.0,0
983,0.0,0
984,0.0,0
985,1.0,1
986,1.0,1
987,1.0,1
988,0.0,0
989,0.0,0
990,1.0,1
991,0.0,0
992,1.0,1
993,0.0,0
994,1.0,1
995,1.0,1
996,0.0,0
997,1.0,1
998,0.0,0
999,1.0,1
