sample_idx,codec_score,codec_memorized
188,1.0,1
189,0.0,0
190,1.0,1
191,1.0,1
192,0.0,0
193,1.0,1
194,1.0,1
195,0.0,0
196,0.0,0
197,0.0,0
198,0.0,0
199,0.0,0
200,1.0,1
201,1.0,1
202,0.0,0
203,0.0,0
204,0.0,0
205,0.0,0
206,0.0,0
207,0.0,0
208,0.0,0
209,0.0,0
210,0.0,0
211,0.0,0
212,0.0,0
213,1.0,1
214,0.0,0
215,0.0,0
216,0.0,0
217,0.0,0
218,1.0,1
219,0.0,0
220,1.0,1
221,1.0,1
222,0.0,0
223,0.0,0
224,0.0,0
225,0.0,0
226,0.0,0
227,1.0,1
228,1.0,1
229,1.0,1
230,0.0,0
231,0.0,0
232,0.0,0
233,1.0,1
234,1.0,1
235,1.0,1
236,0.0,0
237,0.0,0
238,0.0,0
239,0.0,0
240,1.0,1
241,0.0,0
242,0.0,0
243,0.0,0
244,0.0,0
245,0.0,0
246,0.0,0
247,1.0,1
248,1.0,1
249,0.0,0
250,1.0,1
251,1.0,1
252,0.0,0
253,0.0,0
254,0.0,0
255,0.0,0
256,1.0,1
257,0.0,0
258,0.0,0
259,0.0,0
260,1.0,1
261,1.0,1
262,1.0,1
263,0.0,0
264,0.0,0
265,0.0,0
266,0.0,0
267,0.0,0
268,0.0,0
269,1.0,1
270,0.0,0
271,0.0,0
272,1.0,1
273,1.0,1
274,1.0,1
275,0.0,0
276,1.0,1
277,0.0,0
278,1.0,1
279,0.0,0
280,0.0,0
281,1.0,1
282,1.0,1
283,1.0,1
284,1.0,1
285,0.0,0
286,0.0,0
287,0.0,0
288,1.0,1
289,0.0,0
290,0.0,0
291,1.0,1
292,0.0,0
293,0.0,0
294,1.0,1
295,1.0,1
296,0.0,0
297,1.0,1
298,1.0,1
299,1.0,1
300,1.0,1
301,1.0,1
302,0.0,0
303,0.0,0
304,0.0,0
305,1.0,1
306,1.0,1
307,1.0,1
308,1.0,1
309,1.0,1
310,0.0,0
311,1.0,1
312,1.0,1
313,1.0,1
314,1.0,1
315,1.0,1
316,0.0,0
317,0.0,0
318,0.0,0
319,1.0,1
320,0.0,0
321,0.0,0
322,0.0,0
323,0.0,0
324,0.0,0
325,1.0,1
326,0.0,0
327,1.0,1
328,0.0,0
329,0.0,0
330,1.0,1
331,1.0,1
332,1.0,1
333,0.0,0
334,0.0,0
335,1.0,1
336,1.0,1
337,0.0,0
338,0.0,0
339,1.0,1
340,1.0,1
341,0.0,0
342,0.0,0
343,1.0,1
344,0.0,0
345,1.0,1
346,1.0,1
347,1.0,1
348,1.0,1
349,1.0,1
350,1.0,1
351,1.0,1
352,1.0,1
353,0.0,0
354,0.0,0
355,0.0,0
356,1.0,1
357,0.0,0
358,0.0,0
359,1.0,1
360,1.0,1
361,0.0,0
362,0.0,0
363,0.0,0
364,0.0,0
365,0.0,0
366,1.0,1
367,0.0,0
368,1.0,1
369,0.0,0
370,1.0,1
371,1.0,1
372,1.0,1
373,1.0,1
374,0.0,0
375,0.0,0
376,1.0,1
377,0.0,0
378,1.0,1
379,0.0,0
380,1.0,1
381,0.0,0
382,1.0,1
383,1.0,1
384,1.0,1
385,0.0,0
386,0.0,0
387,1.0,1
388,0.0,0
389,0.0,0
390,1.0,1
391,0.0,0
392,1.0,1
393,0.0,0
394,0.0,0
395,1.0,1
396,0.0,0
397,0.0,0
398,0.0,0
399,0.0,0
400,0.0,0
401,1.0,1
402,0.0,0
403,1.0,1
404,1.0,1
405,0.0,0
406,1.0,1
407,0.0,0
408,1.0,1
409,1.0,1
410,1.0,1
411,1.0,1
412,0.0,0
413,1.0,1
414,0.0,0
415,0.0,0
416,1.0,1
417,0.0,0
418,1.0,1
419,0.0,0
420,1.0,1
421,0.0,0
422,0.0,0
423,0.0,0
424,0.0,0
425,0.0,0
426,0.0,0
427,0.0,0
428,1.0,1
429,0.0,0
430,1.0,1
431,0.0,0
432,0.0,0
433,0.0,0
434,0.0,0
435,0.0,0
436,0.0,0
437,1.0,1
438,0.0,0
439,0.0,0
440,1.0,1
441,0.0,0
442,0.0,0
443,0.0,0
444,0.0,0
445,1.0,1
446,1.0,1
447,0.0,0
448,0.0,0
449,0.0,0
450,0.0,0
451,1.0,1
452,1.0,1
453,1.0,1
454,0.0,0
455,0.0,0
456,0.0,0
457,0.0,0
458,0.0,0
459,1.0,1
460,1.0,1
461,1.0,1
462,0.0,0
463,0.0,0
464,0.0,0
465,1.0,1
466,0.0,0
467,1.0,1
468,0.0,0
469,0.0,0
470,0.0,0
471,1.0,1
472,0.0,0
473,0.0,0
474,0.0,0
475,0.0,0
476,1.0,1
477,0.0,0
478,1.0,1
479,0.0,0
480,1.0,1
481,0.0,0
482,1.0,1
483,0.0,0
484,1.0,1
485,0.0,0
486,0.0,0
487,1.0,1
488,1.0,1
489,0.0,0
490,0.0,0
491,1.0,1
492,1.0,1
493,0.0,0
494,1.0,1
495,0.0,0
496,1.0,1
497,0.0,0
498,0.0,0
499,0.0,0
500,1.0,1
501,0.0,0
502,1.0,1
503,0.0,0
504,1.0,1
505,0.0,0
506,1.0,1
507,0.0,0
508,1.0,1
509,0.0,0
510,0.0,0
511,0.0,0
512,0.0,0
513,1.0,1
514,0.0,0
515,0.0,0
516,0.0,0
517,1.0,1
518,1.0,1
519,1.0,1
520,1.0,1
521,1.0,1
522,0.0,0
523,1.0,1
524,0.0,0
525,0.0,0
526,0.0,0
527,0.0,0
528,0.0,0
529,0.0,0
530,1.0,1
531,0.0,0
532,1.0,1
533,1.0,1
534,1.0,1
535,0.0,0
536,0.0,0
537,0.0,0
538,0.0,0
539,0.0,0
540,1.0,1
541,0.0,0
542,1.0,1
543,0.0,0
544,0.0,0
545,0.0,0
546,1.0,1
547,1.0,1
548,0.0,0
549,0.0,0
550,0.0,0
551,1.0,1
552,1.0,1
553,0.0,0
554,0.0,0
555,1.0,1
556,1.0,1
557,0.0,0
558,1.0,1
559,1.0,1
560,0.0,0
561,1.0,1
562,1.0,1
563,0.0,0
564,1.0,1
565,0.0,0
566,1.0,1
567,1.0,1
568,0.0,0
569,1.0,1
570,1.0,1
571,1.0,1
572,0.0,0
573,0.0,0
574,0.0,0
575,0.0,0
576,1.0,1
577,0.0,0
578,1.0,1
579,0.0,0
580,0.0,0
581,0.0,0
582,0.0,0
583,0.0,0
584,0.0,0
585,1.0,1
586,0.0,0
587,0.0,0
588,1.0,1
589,1.0,1
590,0.0,0
591,1.0,1
592,1.0,1
593,1.0,1
594,0.0,0
595,1.0,1
596,0.0,0
597,1.0,1
598,1.0,1
599,1.0,1
600,0.0,0
601,0.0,0
602,0.0,0
603,0.0,0
604,0.0,0
605,0.0,0
606,0.0,0
607,0.0,0
608,0.0,0
609,0.0,0
610,0.0,0
611,0.0,0
612,0.0,0
613,0.0,0
614,1.0,1
615,1.0,1
616,0.0,0
617,0.0,0
618,1.0,1
619,1.0,1
620,0.0,0
621,1.0,1
622,0.0,0
623,0.0,0
624,1.0,1
625,0.0,0
626,1.0,1
627,0.0,0
628,1.0,1
629,1.0,1
630,1.0,1
631,0.0,0
632,0.0,0
633,1.0,1
634,1.0,1
635,1.0,1
636,0.0,0
637,1.0,1
638,1.0,1
639,1.0,1
640,1.0,1
641,0.0,0
642,1.0,1
643,1.0,1
644,1.0,1
645,1.0,1
646,1.0,1
647,0.0,0
648,0.0,0
649,0.0,0
650,0.0,0
651,1.0,1
652,0.0,0
653,0.0,0
654,0.0,0
655,0.0,0
656,0.0,0
657,0.0,0
658,1.0,1
659,0.0,0
660,0.0,0
661,0.0,0
662,1.0,1
663,0.0,0
664,0.0,0
665,1.0,1
666,0.0,0
667,1.0,1
668,1.0,1
669,0.0,0
670,0.0,0
671,0.0,0
672,1.0,1
673,1.0,1
674,1.0,1
675,0.0,0
676,1.0,1
677,0.0,0
678,0.0,0
679,0.0,0
680,1.0,1
681,0.0,0
682,0.0,0
683,1.0,1
684,0.0,0
685,1.0,1
686,1.0,1
687,0.0,0
688,0.0,0
689,0.0,0
690,0.0,0
691,0.0,0
692,1.0,1
693,1.0,1
694,0.0,0
695,0.0,0
696,0.0,0
697,1.0,1
698,0.0,0
699,1.0,1
700,1.0,1
701,0.0,0
702,0.0,0
703,1.0,1
704,0.0,0
705,0.0,0
706,0.0,0
707,1.0,1
708,1.0,1
709,0.0,0
710,1.0,1
711,1.0,1
712,0.0,0
713,0.0,0
714,0.0,0
715,0.0,0
716,1.0,1
717,0.0,0
718,0.0,0
719,1.0,1
720,1.0,1
721,0.0,0
722,0.0,0
723,0.0,0
724,0.0,0
725,0.0,0
726,0.0,0
727,1.0,1
728,0.0,0
729,0.0,0
730,0.0,0
731,0.0,0
732,1.0,1
733,0.0,0
734,1.0,1
735,0.0,0
736,1.0,1
737,1.0,1
738,1.0,1
739,0.0,0
740,1.0,1
741,1.0,1
742,0.0,0
743,0.0,0
744,0.0,0
745,1.0,1
746,1.0,1
747,0.0,0
748,1.0,1
749,0.0,0
750,1.0,1
751,1.0,1
752,1.0,1
753,0.0,0
754,0.0,0
755,0.0,0
756,0.0,0
757,1.0,1
758,1.0,1
759,0.0,0
760,0.0,0
761,0.0,0
762,1.0,1
763,0.0,0
764,0.0,0
765,0.0,0
766,0.0,0
767,0.0,0
768,0.0,0
769,0.0,0
770,0.0,0
771,0.0,0
772,0.0,0
773,0.0,0
774,1.0,1
775,1.0,1
776,1.0,1
777,1.0,1
778,0.0,0
779,1.0,1
780,0.0,0
781,0.0,0
782,1.0,1
783,1.0,1
784,1.0,1
785,0.0,0
786,1.0,1
787,1.0,1
788,0.0,0
789,0.0,0
790,0.0,0
791,0.0,0
792,0.0,0
793,1.0,1
794,1.0,1
795,1.0,1
796,0.0,0
797,1.0,1
798,1.0,1
799,0.0,0
800,1.0,1
801,1.0,1
802,0.0,0
803,0.0,0
804,1.0,1
805,0.0,0
806,0.0,0
807,0.0,0
808,0.0,0
809,0.0,0
810,0.0,0
811,0.0,0
812,1.0,1
813,1.0,1
814,0.0,0
815,0.0,0
816,0.0,0
817,1.0,1
818,0.0,0
819,1.0,1
820,1.0,1
821,0.0,0
822,0.0,0
823,1.0,1
824,0.0,0
825,0.0,0
826,0.0,0
827,1.0,1
828,0.0,0
829,1.0,1
830,0.0,0
831,1.0,1
832,0.0,0
833,1.0,1
834,0.0,0
835,0.0,0
836,0.0,0
837,1.0,1
838,0.0,0
839,0.0,0
840,0.0,0
841,1.0,1
842,0.0,0
843,1.0,1
844,1.0,1
845,1.0,1
846,0.0,0
847,0.0,0
848,1.0,1
849,1.0,1
850,0.0,0
851,1.0,1
852,1.0,1
853,0.0,0
854,0.0,0
855,0.0,0
856,0.0,0
857,1.0,1
858,0.0,0
859,0.0,0
860,0.0,0
861,0.0,0
862,0.0,0
863,0.0,0
864,0.0,0
865,0.0,0
866,0.0,0
867,1.0,1
868,0.0,0
869,0.0,0
870,0.0,0
871,0.0,0
872,1.0,1
873,1.0,1
874,0.0,0
875,0.0,0
876,1.0,1
877,0.0,0
878,0.0,0
879,1.0,1
880,0.0,0
881,1.0,1
882,1.0,1
883,1.0,1
884,0.0,0
885,1.0,1
886,0.0,0
887,0.0,0
888,1.0,1
889,0.0,0
890,0.0,0
891,0.0,0
892,0.0,0
893,0.0,0
894,0.0,0
895,0.0,0
896,0.0,0
897,0.0,0
898,0.0,0
899,0.0,0
900,1.0,1
901,1.0,1
902,0.0,0
903,0.0,0
904,1.0,1
905,0.0,0
906,1.0,1
907,0.0,0
908,0.0,0
909,0.0,0
910,0.0,0
911,0.0,0
912,0.0,0
913,1.0,1
914,0.0,0
915,1.0,1
916,0.0,0
917,0.0,0
918,0.0,0
919,0.0,0
920,0.0,0
921,1.0,1
922,0.0,0
923,1.0,1
924,0.0,0
925,0.0,0
926,0.0,0
927,0.0,0
928,0.0,0
929,0.0,0
930,0.0,0
931,1.0,1
932,1.0,1
933,0.0,0
934,1.0,1
935,0.0,0
936,0.0,0
937,1.0,1
938,1.0,1
939,0.0,0
940,0.0,0
941,1.0,1
942,1.0,1
943,0.0,0
944,1.0,1
945,0.0,0
946,1.0,1
947,1.0,1
948,1.0,1
949,0.0,0
950,0.0,0
951,1.0,1
952,0.0,0
953,1.0,1
954,1.0,1
955,0.0,0
956,1.0,1
957,1.0,1
958,0.0,0
959,1.0,1
960,1.0,1
961,0.0,0
962,0.0,0
963,0.0,0
964,0.0,0
965,0.0,0
966,1.0,1
967,0.0,0
968,1.0,1
969,0.0,0
970,0.0,0
971,0.0,0
972,1.0,1
973,0.0,0
974,1.0,1
975,1.0,1
976,0.0,0
977,1.0,1
978,1.0,1
979,1.0,1
980,1.0,1
981,0.0,0
982,0.0,0
983,0.0,0
984,0.0,0
985,0.0,0
986,1.0,1
987,0.0,0
988,1.0,1
989,0.0,0
990,0.0,0
991,1.0,1
992,1.0,1
993,0.0,0
994,1.0,1
995,0.0,0
996,0.0,0
997,0.0,0
998,1.0,1
999,0.0,0
