sample_idx,codec_score,codec_memorized
205,1.0,1
206,1.0,1
207,1.0,1
208,1.0,1
209,1.0,1
210,0.0,0
211,0.0,0
212,1.0,1
213,1.0,1
214,1.0,1
215,0.0,0
216,1.0,1
217,1.0,1
218,1.0,1
219,1.0,1
220,1.0,1
221,1.0,1
222,1.0,1
223,1.0,1
224,1.0,1
225,1.0,1
226,0.0,0
227,1.0,1
228,1.0,1
229,1.0,1
230,1.0,1
231,1.0,1
232,1.0,1
233,1.0,1
234,1.0,1
235,1.0,1
236,0.0,0
237,1.0,1
238,0.0,0
239,1.0,1
240,0.0,0
241,1.0,1
242,1.0,1
243,1.0,1
244,0.0,0
245,1.0,1
246,0.0,0
247,1.0,1
248,1.0,1
249,1.0,1
250,1.0,1
251,0.0,0
252,1.0,1
253,1.0,1
254,0.0,0
255,0.0,0
256,1.0,1
257,1.0,1
258,1.0,1
259,1.0,1
260,0.0,0
261,0.0,0
262,0.0,0
263,1.0,1
264,0.0,0
265,0.0,0
266,1.0,1
267,0.0,0
268,1.0,1
269,0.0,0
270,1.0,1
271,1.0,1
272,1.0,1
273,0.0,0
274,1.0,1
275,0.0,0
276,1.0,1
277,0.0,0
278,1.0,1
279,0.0,0
280,1.0,1
281,0.0,0
282,0.0,0
283,0.0,0
284,1.0,1
285,1.0,1
286,1.0,1
287,1.0,1
288,1.0,1
289,1.0,1
290,1.0,1
291,1.0,1
292,1.0,1
293,1.0,1
294,1.0,1
295,0.0,0
296,1.0,1
297,0.0,0
298,0.0,0
299,1.0,1
300,1.0,1
301,0.0,0
302,1.0,1
303,1.0,1
304,1.0,1
305,0.0,0
306,1.0,1
307,1.0,1
308,1.0,1
309,0.0,0
310,0.0,0
311,1.0,1
312,1.0,1
313,1.0,1
314,1.0,1
315,0.0,0
316,0.0,0
317,0.0,0
318,0.0,0
319,0.0,0
320,1.0,1
321,0.0,0
322,0.0,0
323,1.0,1
324,1.0,1
325,0.0,0
326,1.0,1
327,0.0,0
328,0.0,0
329,1.0,1
330,0.0,0
331,1.0,1
332,1.0,1
333,1.0,1
334,0.0,0
335,1.0,1
336,1.0,1
337,0.0,0
338,0.0,0
339,1.0,1
340,1.0,1
341,1.0,1
342,1.0,1
343,1.0,1
344,0.0,0
345,1.0,1
346,1.0,1
347,1.0,1
348,0.0,0
349,1.0,1
350,1.0,1
351,0.0,0
352,1.0,1
353,1.0,1
354,1.0,1
355,1.0,1
356,0.0,0
357,1.0,1
358,1.0,1
359,1.0,1
360,0.0,0
361,0.0,0
362,1.0,1
363,1.0,1
364,1.0,1
365,1.0,1
366,1.0,1
367,0.0,0
368,0.0,0
369,0.0,0
370,1.0,1
371,0.0,0
372,1.0,1
373,1.0,1
374,1.0,1
375,0.0,0
376,1.0,1
377,1.0,1
378,0.0,0
379,1.0,1
380,0.0,0
381,0.0,0
382,1.0,1
383,1.0,1
384,0.0,0
385,0.0,0
386,1.0,1
387,0.0,0
388,0.0,0
389,0.0,0
390,0.0,0
391,1.0,1
392,1.0,1
393,1.0,1
394,0.0,0
395,0.0,0
396,0.0,0
397,1.0,1
398,1.0,1
399,0.0,0
400,1.0,1
401,1.0,1
402,0.0,0
403,0.0,0
404,0.0,0
405,0.0,0
406,1.0,1
407,1.0,1
408,0.0,0
409,1.0,1
410,0.0,0
411,1.0,1
412,1.0,1
413,1.0,1
414,0.0,0
415,0.0,0
416,1.0,1
417,0.0,0
418,0.0,0
419,1.0,1
420,1.0,1
421,0.0,0
422,1.0,1
423,0.0,0
424,0.0,0
425,0.0,0
426,1.0,1
427,1.0,1
428,0.0,0
429,1.0,1
430,1.0,1
431,0.0,0
432,0.0,0
433,1.0,1
434,0.0,0
435,1.0,1
436,0.0,0
437,1.0,1
438,1.0,1
439,0.0,0
440,1.0,1
441,0.0,0
442,1.0,1
443,1.0,1
444,1.0,1
445,1.0,1
446,0.0,0
447,1.0,1
448,1.0,1
449,1.0,1
450,1.0,1
451,0.0,0
452,0.0,0
453,1.0,1
454,1.0,1
455,1.0,1
456,1.0,1
457,0.0,0
458,0.0,0
459,1.0,1
460,1.0,1
461,0.0,0
462,1.0,1
463,1.0,1
464,0.0,0
465,0.0,0
466,0.0,0
467,1.0,1
468,1.0,1
469,1.0,1
470,0.0,0
471,1.0,1
472,0.0,0
473,1.0,1
474,0.0,0
475,1.0,1
476,0.0,0
477,1.0,1
478,1.0,1
479,1.0,1
480,1.0,1
481,1.0,1
482,1.0,1
483,0.0,0
484,1.0,1
485,1.0,1
486,1.0,1
487,1.0,1
488,1.0,1
489,0.0,0
490,0.0,0
491,0.0,0
492,0.0,0
493,1.0,1
494,0.0,0
495,0.0,0
496,0.0,0
497,0.0,0
498,0.0,0
499,1.0,1
500,1.0,1
501,0.0,0
502,1.0,1
503,1.0,1
504,1.0,1
505,1.0,1
506,0.0,0
507,1.0,1
508,0.0,0
509,1.0,1
510,0.0,0
511,1.0,1
512,0.0,0
513,0.0,0
514,1.0,1
515,0.0,0
516,1.0,1
517,0.0,0
518,1.0,1
519,0.0,0
520,1.0,1
521,1.0,1
522,0.0,0
523,1.0,1
524,1.0,1
525,1.0,1
526,1.0,1
527,0.0,0
528,1.0,1
529,1.0,1
530,1.0,1
531,1.0,1
532,1.0,1
533,0.0,0
534,0.0,0
535,0.0,0
536,1.0,1
537,1.0,1
538,1.0,1
539,0.0,0
540,0.0,0
541,0.0,0
542,0.0,0
543,1.0,1
544,1.0,1
545,0.0,0
546,0.0,0
547,0.0,0
548,1.0,1
549,1.0,1
550,1.0,1
551,1.0,1
552,0.0,0
553,1.0,1
554,0.0,0
555,1.0,1
556,1.0,1
557,1.0,1
558,1.0,1
559,0.0,0
560,0.0,0
561,0.0,0
562,0.0,0
563,0.0,0
564,0.0,0
565,1.0,1
566,1.0,1
567,0.0,0
568,1.0,1
569,0.0,0
570,1.0,1
571,1.0,1
572,1.0,1
573,1.0,1
574,0.0,0
575,1.0,1
576,1.0,1
577,0.0,0
578,0.0,0
579,1.0,1
580,0.0,0
581,1.0,1
582,1.0,1
583,1.0,1
584,0.0,0
585,0.0,0
586,1.0,1
587,1.0,1
588,0.0,0
589,0.0,0
590,0.0,0
591,1.0,1
592,1.0,1
593,0.0,0
594,1.0,1
595,1.0,1
596,1.0,1
597,0.0,0
598,0.0,0
599,1.0,1
600,1.0,1
601,1.0,1
602,0.0,0
603,0.0,0
604,1.0,1
605,1.0,1
606,1.0,1
607,0.0,0
608,1.0,1
609,1.0,1
610,1.0,1
611,0.0,0
612,1.0,1
613,0.0,0
614,0.0,0
615,1.0,1
616,0.0,0
617,1.0,1
618,0.0,0
619,1.0,1
620,1.0,1
621,1.0,1
622,1.0,1
623,0.0,0
624,1.0,1
625,1.0,1
626,1.0,1
627,1.0,1
628,0.0,0
629,1.0,1
630,1.0,1
631,0.0,0
632,0.0,0
633,0.0,0
634,1.0,1
635,1.0,1
636,1.0,1
637,1.0,1
638,0.0,0
639,1.0,1
640,0.0,0
641,0.0,0
642,1.0,1
643,0.0,0
644,0.0,0
645,0.0,0
646,1.0,1
647,1.0,1
648,0.0,0
649,1.0,1
650,1.0,1
651,1.0,1
652,0.0,0
653,1.0,1
654,0.0,0
655,1.0,1
656,1.0,1
657,0.0,0
658,1.0,1
659,1.0,1
660,1.0,1
661,1.0,1
662,1.0,1
663,0.0,0
664,1.0,1
665,1.0,1
666,0.0,0
667,1.0,1
668,0.0,0
669,1.0,1
670,1.0,1
671,0.0,0
672,1.0,1
673,1.0,1
674,1.0,1
675,1.0,1
676,1.0,1
677,1.0,1
678,1.0,1
679,0.0,0
680,1.0,1
681,0.0,0
682,1.0,1
683,1.0,1
684,0.0,0
685,1.0,1
686,0.0,0
687,1.0,1
688,0.0,0
689,1.0,1
690,0.0,0
691,1.0,1
692,0.0,0
693,0.0,0
694,1.0,1
695,1.0,1
696,0.0,0
697,1.0,1
698,1.0,1
699,1.0,1
700,1.0,1
701,0.0,0
702,1.0,1
703,1.0,1
704,0.0,0
705,0.0,0
706,1.0,1
707,1.0,1
708,1.0,1
709,1.0,1
710,0.0,0
711,1.0,1
712,1.0,1
713,1.0,1
714,1.0,1
715,0.0,0
716,1.0,1
717,0.0,0
718,0.0,0
719,1.0,1
720,0.0,0
721,1.0,1
722,1.0,1
723,0.0,0
724,0.0,0
725,0.0,0
726,1.0,1
727,1.0,1
728,1.0,1
729,1.0,1
730,1.0,1
731,0.0,0
732,0.0,0
733,1.0,1
734,1.0,1
735,0.0,0
736,0.0,0
737,1.0,1
738,0.0,0
739,0.0,0
740,1.0,1
741,0.0,0
742,1.0,1
743,0.0,0
744,0.0,0
745,0.0,0
746,0.0,0
747,0.0,0
748,0.0,0
749,1.0,1
750,1.0,1
751,0.0,0
752,0.0,0
753,1.0,1
754,1.0,1
755,1.0,1
756,0.0,0
757,1.0,1
758,1.0,1
759,1.0,1
760,1.0,1
761,0.0,0
762,0.0,0
763,1.0,1
764,1.0,1
765,1.0,1
766,0.0,0
767,0.0,0
768,1.0,1
769,1.0,1
770,0.0,0
771,1.0,1
772,1.0,1
773,1.0,1
774,1.0,1
775,0.0,0
776,0.0,0
777,0.0,0
778,1.0,1
779,1.0,1
780,1.0,1
781,1.0,1
782,1.0,1
783,1.0,1
784,1.0,1
785,1.0,1
786,1.0,1
787,0.0,0
788,1.0,1
789,1.0,1
790,0.0,0
791,1.0,1
792,1.0,1
793,0.0,0
794,1.0,1
795,1.0,1
796,1.0,1
797,0.0,0
798,1.0,1
799,1.0,1
800,1.0,1
801,1.0,1
802,0.0,0
803,1.0,1
804,1.0,1
805,1.0,1
806,1.0,1
807,0.0,0
808,1.0,1
809,1.0,1
810,0.0,0
811,0.0,0
812,1.0,1
813,1.0,1
814,1.0,1
815,1.0,1
816,1.0,1
817,0.0,0
818,0.0,0
819,0.0,0
820,0.0,0
821,0.0,0
822,1.0,1
823,1.0,1
824,0.0,0
825,1.0,1
826,1.0,1
827,1.0,1
828,1.0,1
829,1.0,1
830,1.0,1
831,0.0,0
832,1.0,1
833,1.0,1
834,0.0,0
835,1.0,1
836,1.0,1
837,0.0,0
838,1.0,1
839,1.0,1
840,0.0,0
841,0.0,0
842,1.0,1
843,0.0,0
844,1.0,1
845,1.0,1
846,0.0,0
847,0.0,0
848,1.0,1
849,0.0,0
850,0.0,0
851,1.0,1
852,1.0,1
853,0.0,0
854,0.0,0
855,0.0,0
856,1.0,1
857,0.0,0
858,1.0,1
859,1.0,1
860,0.0,0
861,1.0,1
862,0.0,0
863,0.0,0
864,0.0,0
865,0.0,0
866,0.0,0
867,0.0,0
868,0.0,0
869,1.0,1
870,1.0,1
871,0.0,0
872,1.0,1
873,1.0,1
874,0.0,0
875,1.0,1
876,1.0,1
877,0.0,0
878,0.0,0
879,0.0,0
880,1.0,1
881,1.0,1
882,1.0,1
883,1.0,1
884,1.0,1
885,1.0,1
886,1.0,1
887,1.0,1
888,0.0,0
889,1.0,1
890,1.0,1
891,0.0,0
892,1.0,1
893,0.0,0
894,1.0,1
895,0.0,0
896,1.0,1
897,0.0,0
898,1.0,1
899,1.0,1
900,1.0,1
901,1.0,1
902,1.0,1
903,1.0,1
904,1.0,1
905,0.0,0
906,0.0,0
907,0.0,0
908,1.0,1
909,0.0,0
910,1.0,1
911,1.0,1
912,0.0,0
913,1.0,1
914,0.0,0
915,1.0,1
916,1.0,1
917,0.0,0
918,1.0,1
919,1.0,1
920,1.0,1
921,1.0,1
922,1.0,1
923,1.0,1
924,1.0,1
925,0.0,0
926,1.0,1
927,0.0,0
928,1.0,1
929,1.0,1
930,1.0,1
931,1.0,1
932,1.0,1
933,1.0,1
934,1.0,1
935,1.0,1
936,1.0,1
937,1.0,1
938,0.0,0
939,1.0,1
940,1.0,1
941,1.0,1
942,0.0,0
943,1.0,1
944,0.0,0
945,0.0,0
946,1.0,1
947,0.0,0
948,0.0,0
949,0.0,0
950,0.0,0
951,0.0,0
952,1.0,1
953,0.0,0
954,1.0,1
955,1.0,1
956,1.0,1
957,1.0,1
958,0.0,0
959,1.0,1
960,1.0,1
961,1.0,1
962,1.0,1
963,1.0,1
964,0.0,0
965,0.0,0
966,1.0,1
967,1.0,1
968,0.0,0
969,0.0,0
970,0.0,0
971,1.0,1
972,1.0,1
973,1.0,1
974,0.0,0
975,1.0,1
976,1.0,1
977,0.0,0
978,1.0,1
979,0.0,0
980,1.0,1
981,1.0,1
982,1.0,1
983,1.0,1
984,0.0,0
985,1.0,1
986,0.0,0
987,1.0,1
988,1.0,1
989,1.0,1
990,0.0,0
991,1.0,1
992,1.0,1
993,0.0,0
994,1.0,1
995,0.0,0
996,0.0,0
997,1.0,1
998,0.0,0
999,1.0,1
